         4809926 function calls (4665996 primitive calls) in 94.254 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:1548(_register_atexit)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:562(anglit_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:7654(t_gen)
       12    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:1782(code_names)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/npytypes.py:629(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/multiprocessing/synchronize.py:149(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_qmc.py:1514(Sobol)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:7170(kappa3_gen)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:879(_hash_set_none)
       16    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/instructions.py:330(rhs)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_multivariate.py:4205(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:2879(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/multiprocessing/synchronize.py:166(Lock)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/scalars.py:56(maxval)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:5950(levy_gen)
       15    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/cffi/lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:4015(gompertz_gen)
       16    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/instructions.py:326(lhs)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/_fitpack2.py:1158(BivariateSpline)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:9224(semicircular_gen)
       18    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1689(blockstack_initial)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/multiprocessing/util.py:48(debug)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:2345(f_gen)
       15    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/abstract.py:478(key)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:1658(cosine_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:6763(maxwell_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/_czt.py:275(ZoomFFT)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/compressor.py:97(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_qmc.py:1852(PoissonDisk)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:5802(laplace_asymmetric_gen)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1061(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/arrayobj.py:953(FancyIndexer)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:8679(rdist_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:1679(_nchypergeom_gen)
        7    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1235(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1776(getEffectiveLevel)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dis.py:431(_is_backward_jump)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:3089(genexpon_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/_cubic.py:584(CubicSpline)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:117(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:2805(weibull_max_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/numpy_pickle.py:269(NumpyPickler)
        7    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/_lib/_testutils.py:85(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/signaltools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_sensitivity_analysis.py:163(SobolResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:634(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/multiprocessing/synchronize.py:191(RLock)
       12    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:890(get_targets)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:5473(jf_skew_t_gen)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/_lib/doccer.py:153(replace_notes_in_docstring)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:1425(cauchy_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:478(geom_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/_ivp/lsoda.py:7(LSODA)
       18    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1663(instructions)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/fftpack/pseudo_diffs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/cffi/model.py:332(build_c_name_with_marker)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/fir_filter_design.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/multiprocessing/context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/quadpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:5631(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/_ivp/base.py:28(OdeSolver)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/waveforms.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:53(get_return_type)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:4589(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/wavelets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:893(_parse_flags)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:5572(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/numpy_pickle_compat.py:15(hex_str)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/_arraytools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:442(op_POP_TOP)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/concurrent/futures/process.py:281(_ExecutorManagerThread)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:1983(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_covariance.py:559(CovViaEigendecomposition)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/filter_design.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/externals/loky/backend/reduction.py:43(_C)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:270(nbinom_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:9580(trapezoid_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/_ivp/radau.py:179(Radau)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_mannwhitneyu.py:20(_MWU)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:11197(halfgennorm_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/concurrent/futures/process.py:168(_SafeQueue)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:1136(randint_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_relative_risk.py:19(RelativeRiskResult)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/mstats_basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/arrayobj.py:742(IntegerArrayIndexer)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/errors.py:262(__exit__)
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        9    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/types.py:482(packed)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/externals/cloudpickle/cloudpickle.py:492(_empty_cell_value)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/c_ast.py:446(Default)
        1    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/ply/yacc.py:2936(ParserReflect)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_qmc.py:1079(Halton)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/ltisys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/linalg.py:55(ensure_blas)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_multivariate.py:117(_PSD)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:2466(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:8622(powernorm_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/parallel.py:217(parallel_config)
        5    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/llvm_bindings.py:16(_inlining_threshold)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/_ode.py:775(IntegratorBase)
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/parallel.py:578(BatchedCalls)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/kde.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/fitpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/lti_conversion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/externals/loky/backend/resource_tracker.py:78(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_void_type}
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:304(_guard_with_as)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/_ode.py:1040(zvode)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:3727(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/c_ast.py:271(Break)
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/serialize.py:180(disable_pickling)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:995(planck_gen)
        1    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/fftpack/helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/_upfirdn.py:72(_UpFIRDn)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/parallel.py:676(BatchCompletionCallBack)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/c_ast.py:946(Switch)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_multivariate.py:6021(dirichlet_multinomial_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:926(poisson_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:185(betabinom_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/fftpack/realtransforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:1597(yulesimon_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/audioread/exceptions.py:16(DecodeError)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:11041(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/lsoda.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:261(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:9168(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:11821(studentized_range_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/spectral.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1680(outgoing_phis)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/soxr/_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:2158(exponpow_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/npyimpl.py:53(_ScalarHelper)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/ndgriddata.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/librosa/util/decorators.py:67(vectorize)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/cffi/model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/ply/yacc.py:1309(Production)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_morestats.py:2621(_ABW)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/mstats_extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/odepack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/_fitpack2.py:1296(_DerivedBivariateSpline)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/c_ast.py:773(InitList)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_wilcoxon.py:12(WilcoxonDistribution)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:9287(skewcauchy_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/_rbfinterp.py:134(RBFInterpolator)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/colorama/ansitowin32.py:61(closed)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_multivariate.py:239(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/rbf.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:236(as_data)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/c_ast.py:1110(Pragma)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/plyparser.py:80(decorate)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:2294(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:6831(mielke_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/ply/yacc.py:233(YaccProduction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/wave.py:106(_Chunk)
        5    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/inline_closurecall.py:76(InlineClosureCallPass)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/c_ast.py:603(For)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/audioread/version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/rewrites/registry.py:39(register)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/ufunc/dufunc.py:227(targetoptions)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:1143(target_data)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/audioread/base.py:16(AudioFile)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/_memmapping_reducer.py:322(ArrayMemmapForwardReducer)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:608(arcsine_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/errors.py:251(__exit__)
       12    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:239(as_argument)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/npdatetime.py:697(_gen_datetime_max_impl)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/_ode.py:1200(dop853)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/lazy_loader/__init__.py:308(<genexpr>)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1917(pop_kw_names)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:1069(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend._get_common_types}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/_polyint.py:244(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_covariance.py:501(CovViaDiagonal)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/ply/lex.py:558(LexerReflect)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_multivariate.py:2492(wishart_frozen)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/postproc.py:68(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/errors.py:247(__enter__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/numpy_pickle.py:49(NumpyArrayWrapper)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_morestats.py:2627(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/inline_closurecall.py:302(InlineWorker)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/c_ast.py:30(Node)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/externals/loky/backend/resource_tracker.py:77(ResourceTracker)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:704(nhypergeom_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_stats_py.py:6207(TtestResult)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/rewrites/registry.py:46(do_register)
        5    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/unicode.py:2184(gen_isX)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_multivariate.py:3041(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:1355(zipfian_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/_ivp/bdf.py:72(BDF)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_multivariate.py:5789(uniform_direction_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:292(kstwobign_gen)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:845(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/_parallel_backends.py:292(AutoBatchingMixin)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:428(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/_parallel_backends.py:208(SequentialBackend)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:4638(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_stats_py.py:4448(PearsonRResult)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/plyparser.py:70(parameterized)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/colorama/ansitowin32.py:131(get_win32_calls)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_multivariate.py:3475(multinomial_frozen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/_memmapping_reducer.py:517(TemporaryResourcesManager)
       12    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:873(get_targets)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_resampling.py:2118(ResamplingMethod)
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/_parallel_backends.py:524(LokyBackend)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/arrayobj.py:611(Indexer)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_discrete_distns.py:867(logser_gen)
