         3789495 function calls (3566026 primitive calls) in 302.661 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      478    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/utils/_python_dispatch.py:357(is_traceable_wrapper_subclass)
      111    0.000    0.000    0.000    0.000 {method 'encode' of 'builtins.CoreBPE' objects}
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:505(peep_hole_call_function_ex_to_call_function_kw)
      717    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/pythonapi.py:1174(bytes_from_string_and_size)
     1564    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/analysis.py:69(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler.py:559(define_nopython_lowering_pipeline)
       34    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/instructions.py:226(__init__)
      153    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/bytecode.py:242(_fetch_opcode)
       17    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/inline_closurecall.py:1488(inline_array)
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:420(_getdecoder)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
       96    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/numpy_support.py:332(_ufunc_loop_sig)
      312    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler_machinery.py:432(get)
       40    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typed_passes.py:759(select_template)
      958    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/serialization.py:1661(_maybe_decode_ascii)
       57    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/instructions.py:422(descr)
      115    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:175(get_annotations)
       98    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/cffi/api.py:954(_builtin_function_type)
      368    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:202(__get__)
       60    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/module.py:1643(register_forward_hook)
        7    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:2960(_op_JUMP_IF)
     1360    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       10    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/arrayobj.py:148(fix_integer_index)
      286    0.000    0.000    0.000    0.000 /usr/lib/python3.12/warnings.py:503(__exit__)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/untyped_passes.py:304(run_pass)
     1377    0.000    0.000    0.000    0.000 /usr/lib/python3.12/idlelib/run.py:443(encoding)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/whisper/model.py:298(device)
      300    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:481(__init__)
       18    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/lowering.py:397(pre_block)
      774    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/npytypes.py:482(key)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/executionengine.py:178(_raw_object_cache_notify)
       57    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:1111(copy_type)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/bytecode.py:549(from_function)
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:250(_conv_type_shape)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/pythonapi.py:324(err_set_none)
     1550    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/proglog/proglog.py:149(bar_is_ignored)
        7    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/transforms.py:93(populate)
      235    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:875(_to_list)
      536    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/ImageMath.py:1(<module>)
       33    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:491(op_LOAD_FAST)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/cuda/__init__.py:709(_raw_device_count_nvml)
        2    0.000    0.000    0.000    0.000 {built-in method torch.ones}
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/untyped_passes.py:160(run_pass)
       22    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/callconv.py:774(_return_errcode_raw)
     1199    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     1689    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:126(predecessors)
        1    0.000    0.000    0.000    0.000 {method 'cuda' of 'torch._C.TensorBase' objects}
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
       71    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:1209(redefine)
      331    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/abstract.py:127(__ne__)
        7    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/transforms.py:90(_populate_function_pm)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:460(as_argument)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/lib/format.py:738(read_array)
      479    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_exchangeDevice}
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/packer.py:104(from_arguments)
       36    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/event.py:337(install_timer)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir_utils.py:1563(build_definitions)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/pythonapi.py:306(raise_object)
     1825    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler.py:354(__getattr__)
        5    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:475(as_data)
       83    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
      960    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDeviceCount}
       71    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:1137(__str__)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/decorators.py:202(wrapper)
      479    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/parameter.py:177(is_lazy)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/json/decoder.py:332(decode)
       19    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/rewrites/static_raise.py:46(match)
      135    0.000    0.000    0.000    0.000 /usr/lib/python3.12/_weakrefset.py:53(_commit_removals)
     1609    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/regex/_regex_core.py:2158(<genexpr>)
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:445(_getencoder)
      155    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:891(load)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/io/ffmpeg_writer.py:68(__init__)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/pythonapi.py:283(err_clear)
    30/14    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ssa.py:411(_find_def_from_top)
      188    0.000    0.000    0.000    0.000 /usr/lib/python3.12/subprocess.py:1120(__del__)
      6/1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:37(_compile)
       18    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/ufunc/array_exprs.py:33(match)
      160    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/builder.py:264(goto_block)
      150    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/module.py:138(add_global)
       31    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:473(op_LOAD_CONST)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:3056(op_POP_JUMP_IF_FALSE)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:512(_find_dominators_internal)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/cgutils.py:395(alloca_once_value)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/runtime/context.py:75(free)
      411    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/builder.py:241(position_at_end)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:1001(make_array)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/module.py:56(__str__)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/dispatcher.py:758(__init__)
       11    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/module.py:124(name)
      212    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:605(<genexpr>)
      350    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:241(fixup)
       11    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:2763(_binop)
       44    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/typed/__init__.py:10(__getattr__)
      678    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/ffi.py:339(detach)
        5    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/cgutils.py:455(is_not_null)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pkgutil.py:212(get_importer)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/pythonapi.py:229(incref)
       18    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/callconv.py:726(_get_try_state)
     1068    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
      195    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/moviepy/Clip.py:48(__init__)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/analysis.py:580(rewrite_semantic_constants)
      188    0.000    0.000    0.000    0.000 /usr/lib/python3.12/subprocess.py:1961(_handle_exitstatus)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/dispatcher.py:679(typeof_pyval)
      416    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler_machinery.py:429(is_registered)
       27    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/packer.py:167(__init__)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:179(dominance_frontier)
       79    0.000    0.000    0.000    0.000 {built-in method posix.kill}
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:615(from_argument)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/pythonapi.py:858(gil_ensure)
       84    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/npytypes.py:523(__repr__)
      845    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
      333    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1111(_resolve)
       71    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:890(__init__)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:569(create_ir_module)
      133    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1825(has_active_try)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:217(_prune_phis)
       84    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/_methods.py:67(_count_reduce_items)
       11    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/module.py:151(declare_intrinsic)
       13    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/value.py:165(linkage)
      161    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:685(get_type)
     2354    0.000    0.000    0.000    0.000 {function TypeVarMap.__getitem__ at 0x7e30d6507560}
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/executionengine.py:196(_raw_object_cache_getbuffer)
      696    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/colorama/ansitowin32.py:131(get_win32_calls)
      462    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1715(get_inst)
      348    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/errors.py:247(__enter__)
      136    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      397    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/types.py:559(__eq__)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:235(_df)
        1    0.000    0.000    0.000    0.000 {method 'mean' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/jit.py:487(_get_config)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1211(attribute_resolver)
       10    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/serialize.py:193(reducer_override)
      208    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler_machinery.py:139(__init__)
       91    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:1166(__new__)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:497(_find_dominance_frontier)
      490    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:475(_create_cb_wrapper)
       27    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/packer.py:170(_build_unflatten_code)
       10    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/cache.py:68(_make_path)
       11    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/module.py:79(get_function)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/whisper/tokenizer.py:286(split_tokens_on_unicode)
      115    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/context.py:408(_get_global_type)
        9    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:518(get_constant_undef)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/whisper/model.py:278(set_alignment_heads)
      893    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/options.py:45(_apply)
       53    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/proglog/proglog.py:125(__init__)
      171    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:1100(__init__)
      103    0.000    0.000    0.000    0.000 /usr/lib/python3.12/tempfile.py:452(gettempdir)
       17    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/containers.py:424(__init__)
       52    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/pythonapi.py:204(emit_environment_sentry)
       16    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:725(external_write_mode)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/backends/nvidia/driver.py:375(get_current_target)
        7    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/passmanagers.py:643(add_target_library_info)
      355    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/common.py:9(_decode_string)
      572    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      153    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/bytecode.py:219(_patched_opargs)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/module.py:2611(parameters)
      115    0.000    0.000    0.000    0.000 /usr/lib/python3.12/traceback.py:237(clear_frames)
      697    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
      117    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/rewrites/static_raise.py:39(_try_infer_constant)
       12    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/module.py:176(global_variables)
      149    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dis.py:623(_unpack_opargs)
      348    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/errors.py:251(__exit__)
      837    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
      212    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/cpu_options.py:58(encode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1686(handle)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/module.py:2636(named_parameters)
       32    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
      779    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/VideoClip.py:82(<lambda>)
       60    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/utils/hooks.py:24(__init__)
       65    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/misc.py:101(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2780(__new__)
      288    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/npydecl.py:214(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:231(_idom)
      500    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pysrt/srttime.py:120(__iter__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/imageio/plugins/pillow.py:70(PillowPlugin)
      348    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/errors.py:256(__init__)
       17    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:672(descr)
      103    0.000    0.000    0.000    0.000 /usr/lib/python3.12/tempfile.py:281(rng)
      572    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
       51    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:980(load_read)
       43    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:31(_escape_string)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:1(<module>)
     1641    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x7e31a5ad2d40}
      696    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/colorama/ansitowin32.py:61(closed)
      723    0.000    0.000    0.000    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
       10    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cloudpickle/cloudpickle.py:1307(reducer_override)
      415    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/targetconfig.py:72(top)
        9    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/functions.py:353(__init__)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/passmanagers.py:49(dump_refprune_stats)
      479    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/overrides.py:1958(is_tensor_like)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/runtime/context.py:1(<module>)
      587    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/types.py:206(__new__)
       10    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:484(literal_struct)
     2049    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:49(args)
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:444(_find_immediate_dominators)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/compiler/compiler.py:305(make_backend)
      117    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/module.py:519(register_buffer)
  351/179    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/packer.py:144(rec)
       11    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/value.py:169(linkage)
      479    0.000    0.000    0.000    0.000 {method 'nbytes' of 'torch._C.StorageBase' objects}
       23    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/common.py:49(__init__)
      641    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/ffi.py:322(__init__)
    54/27    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/packer.py:175(rec)
      279    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:719(__truediv__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1746(callHandlers)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler.py:599(define_typed_pipeline)
       51    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ssa.py:364(on_other)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:2779(op_BINARY_OP)
      240    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
      299    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
     1255    0.000    0.000    0.000    0.000 /usr/lib/python3.12/selectors.py:272(get_map)
      117    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:1012(infer_constant)
        7    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/packer.py:115(assign_names)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler.py:364(_make_subtarget)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/analysis.py:304(find_branches)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typed_passes.py:193(run_pass)
       44    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:113(__exit__)
     1222    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/multiarray.py:153(concatenate)
      259    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:1312(append)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir_utils.py:551(remove_dels)
       10    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cloudpickle/cloudpickle.py:1042(_class_reduce)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/linecache.py:52(checkcache)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/arrayobj.py:1091(end_loops)
      481    0.000    0.000    0.000    0.000 {method 'is_floating_point' of 'torch._C.TensorBase' objects}
      117    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/typeof.py:240(_typeof_ndarray)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/module.py:2591(_named_members)
      176    0.000    0.000    0.000    0.000 <frozen importlib.machinery>:18(all_suffixes)
       14    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/cgutils.py:925(is_neg_int)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ctypes/__init__.py:343(__init__)
      934    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
